participant_number,map,rotation,vision,haptic,average_dist_to_nearest_obstacle,time_through_maze,path_length,average_velocity,area_between_lead_and_robot,condition
20,11,180,1,0,0.838371735343902,20.16,21.6481848287501,1.11904802577142,3.10472318176871,3
20,11,270,0,1,0.835906035266191,61.02,14.3133178517419,0.412485195631932,2.72608028597486,1
20,11,270,1,1,0.891554486074887,30.34,15.4448364013971,0.774976069154927,1.28506314750307,4
21,3,0,0,0,0.820017736603215,82.01,29.5045831794749,0.357182229578384,0.560012925680333,1
21,3,0,1,0,0.84762927703898,29.11,30.5428232796818,0.993878951246487,1.87591527949889,3
21,3,0,1,1,0.749364642116635,35.92,30.2187027285844,0.827745474115418,7.7627497336467,4
21,3,90,0,1,0.75303195241719,77.59,17.1837690263117,0.408384509467303,5.54862501712582,2
21,5,90,0,0,0.794337455438605,29.85,14.3783572925677,0.631067916584133,0.581464914141461,1
21,5,90,1,0,0.871149651731524,19.08,14.9084885794567,1.00175523476593,1.50141755773912,3
21,5,270,0,1,0.602987359440612,33.42,17.540659996517,0.706570463161087,16.4882919856394,2
21,5,270,1,1,0.803565695707622,24.8,15.2603061400902,0.776849376898329,3.34416680143865,4
21,6,0,1,0,0.896197472366075,16.48,14.6915302656589,1.15957540471142,1.20192413958597,3
21,6,90,0,1,0.735086424717753,40.15,14.7031840709345,0.48811673750047,4.12900723913055,2
21,6,180,0,0,0.772673602925431,30.64,15.1110839889551,0.63716530827923,1.21293434207997,1
21,6,270,1,1,0.875363587340634,19.57,14.728709008462,1.00560115312227,2.67071956526753,4
21,7,90,0,1,0.625769928182395,59.85,19.2753363945483,0.423769873455696,12.3179628980847,2
21,7,90,1,1,0.851754242038782,20.57,14.8717225508711,0.878292969061305,2.02825445657786,4
21,7,180,0,0,0.819689594677988,31.24,15.4390742838234,0.624222643399837,0.900135717812511,1
21,7,270,1,0,0.848791900091718,19.99,14.1983286886259,0.888188478713015,1.86578693152083,3
21,8,90,0,1,0.735930528080223,43.66,22.3119212047485,0.447003675873479,4.21072975308878,2
21,8,180,0,0,0.802519385547055,40.56,15.7688965944617,0.484942430922443,0.515732091987948,1
21,8,180,1,0,0.904045831812515,15.09,14.996767633067,1.19616244642836,3.36569324605184,3
21,8,180,1,1,0.840145604446274,18.48,15.0963221475068,0.995664999926593,3.23332062813674,4
21,9,0,1,0,0.833515043256841,24.81,14.8340246385987,0.742564250690702,1.57607338895404,3
21,9,0,1,1,0.829102652454767,21.64,15.9874230422585,0.872981991749714,3.59747049022792,4
21,9,270,0,0,0.784324658074805,25.64,14.4978955380843,0.716749865011198,1.18402535629441,1
21,9,270,0,1,0.792730109556891,29.04,14.2992020682161,0.589046136219497,2.35065709928861,2
21,10,0,0,1,0.688265412477844,28.32,14.53139351817,0.626971816670192,7.20197185342846,2
21,10,0,1,0,0.843539109387019,19.4,14.759626240257,0.927388363234861,1.39435580107728,3
21,10,180,0,0,0.762135514082388,35.73,14.279970332195,0.517926878525165,1.31456891777161,1
21,10,270,1,1,0.74583619487474,17.67,14.3561763929556,1.03907149302671,6.02084956603401,4
21,11,0,1,0,0.85410807624743,27.66,21.2848835488291,0.843380024848131,1.33762473234057,3
21,11,180,1,1,0.743416653792025,22.55,22.4410025048338,1.05540299732211,8.68778351536196,4
21,11,270,0,0,0.805161361617241,36.15,14.1301627995137,0.670555856854272,0.674230828190894,1
21,11,270,0,1,0.685058629711533,40.65,17.7742902657102,0.612700463062782,9.56009000431763,2
22,3,90,1,0,0.827360163757606,32.46,14.408215173389,0.869521738414426,1.94618005176508,1
22,3,180,1,1,0.841460822020901,34.88,30.0978879519679,0.83332099428443,3.05974160964968,4
22,3,270,0,0,0.746548743310139,57.76,16.2309573317357,0.620191281794123,2.44246409135535,2
22,5,0,0,0,0.756196798557212,46.6,18.5099880850634,0.443491438594545,1.48635485669741,2
22,5,90,0,1,0.678768556080655,42.36,15.2742212873431,0.526358661326746,10.9125148940692,3
22,5,180,1,1,0.787387640926947,22.75,14.8467690919899,0.830914458970951,1.73169389615282,4
22,5,270,1,0,0.853224056487774,23.79,15.1324135587448,0.786635250583787,0.613639821518928,1
22,6,90,0,0,0.779831788253746,25.02,14.6736479166334,0.794049478306236,1.61317218242171,2
22,6,180,1,1,0.788418867804741,21.4,15.4121380265673,0.91385117292467,2.76998245263753,4
22,6,270,1,0,0.784281105592261,30.72,14.4845730005689,0.659799102520952,1.02411115294963,1
22,6,270,0,1,0.689214199909558,54.73,22.4160646714999,0.542069811458074,9.00712188249833,3
22,7,0,1,0,0.814427020079683,22.36,15.6882820889775,0.832373742447685,1.44576039766261,1
22,7,0,0,0,0.730642827213172,65.77,24.7232817421991,0.372777618542502,2.0965933594887,2
22,7,90,0,1,0.723882553960339,35.76,16.5275068196155,0.540492346229249,6.95910246685544,3
22,7,90,1,1,0.727569185281511,21.12,14.7666197833723,0.895404573145913,8.05759096517413,4
22,8,90,0,1,0.687441414443879,36.07,14.9324918627155,0.502790808061855,7.88969163386918,3
22,8,180,0,0,0.742915699362274,53.54,17.8078872819943,0.377789145969561,1.69629890218422,2
22,8,270,1,0,0.821454684728015,19.67,14.3692437239644,0.936542955389569,1.9990504027173,1
22,8,270,1,1,0.793402521421219,22.08,14.5319267940251,0.827632525681396,3.01073977884789,4
22,9,0,0,1,0.726160521980641,72.68,24.4710157212375,0.339734544763347,6.94173227935912,3
22,9,90,1,1,0.773903956541951,26.76,15.6068432437609,0.733840557506767,5.81291514263691,4
22,9,180,0,0,0.74397995957071,73.29,17.9766881901103,0.284088786631884,1.36053363429402,2
22,9,270,1,0,0.883805159861328,45.44,14.2949448943114,0.408155735469595,0.464252572359604,1
22,10,0,1,0,0.808883390014448,22.35,15.200884464345,0.826861401697092,1.41073928760862,1
22,10,180,0,0,0.776160366128448,31.51,16.9261188045548,0.61891430430744,1.43609608429231,2
22,10,180,0,1,0.703281500178202,31.2,17.0125576695944,0.638404400798567,9.70696452791256,3
22,10,270,1,1,0.745995079927628,32.08,16.6043092141515,0.5617628024857,6.97868254162875,4
22,11,0,1,1,0.789834771145506,34.33,24.027297773633,0.729423536585218,6.71202472528698,4
22,11,90,0,1,0.687883897948413,49.34,15.5940302344454,0.515944044509455,11.2552222168881,3
22,11,180,0,0,0.745853263566403,50.17,24.373048823499,0.500277100909687,2.26621021587167,2
22,11,270,1,0,0.819923226513648,28.47,14.5167469103511,0.819515893941092,1.76430920084813,1
23,3,0,1,1,0.79631266208744,46.67,28.5995015840897,0.590329882419796,3.23102032869225,4
23,3,90,0,1,0.797807729015519,42.07,17.8939028345631,0.697310306477253,5.19810218331559,3
23,3,180,0,0,0.744361507390783,68.72,32.5265145308829,0.45181601411416,2.61739484790275,1
23,3,180,1,0,0.800149189587969,39.86,28.2491749259984,0.694013640406192,1.42747683771954,2
23,5,0,1,1,0.838517043231316,32.37,14.9485937685179,0.576255490826943,1.08202533169059,4
23,5,90,0,0,0.775628521228324,59.99,16.3718291921456,0.413578657944974,1.06591295523767,1
23,5,180,0,1,0.62924392086657,35.92,17.6255239155656,0.590664510302794,9.39996097145414,3
23,5,270,1,0,0.895243820308095,32.45,14.1339681986096,0.576164497592997,0.45263159626236,2
23,6,0,0,0,0.764387738888124,45.78,17.9740560336435,0.453229233404442,0.797548564915366,1
23,6,0,1,0,0.84139589143999,27.78,14.236030418637,0.698510361766304,0.535475746435932,2
23,6,0,0,1,0.67908450784351,36.67,17.6965368422903,0.549155588999625,10.9613387958137,3
23,6,270,1,1,0.819648758299257,25.75,14.6086179887055,0.740151872309488,1.84564166527531,4
23,7,0,1,0,0.819020509615163,35.5,14.8749929176267,0.516872322365055,0.773036593776151,2
23,7,180,0,1,0.683939482954263,36.65,18.5013623509912,0.597931997273199,11.5685209186966,3
23,7,270,1,1,0.808464140970747,25.77,15.5237550939697,0.746989759419669,2.50754080594813,4
23,8,0,0,0,0.776405236971801,5,0.815033144262086,0.423781719385297,0.0868352499992994,1
23,8,0,1,0,0.819269256603965,40.37,15.547394548405,0.432005388927126,0.647994074552892,2
23,8,270,1,1,0.838937493404429,28.6,15.2608340713962,0.640191976764948,1.70176527841677,4
23,9,0,0,1,0.655017371865539,43.89,23.3153252292617,0.443639031839086,9.51695209770497,3
23,9,90,0,0,0.792020876283058,50.69,16.0984263502624,0.541632547912028,1.36007416827286,1
23,9,90,1,0,0.781876150156335,42.31,15.0280563712297,0.472728155263617,0.901087253748233,2
23,9,90,1,1,0.865305324800771,31.43,16.0751404423097,0.605989559405812,1.57060530028832,4
23,10,0,1,1,0.756847370220654,33.09,16.0790739972138,0.574667768513117,3.87649702157285,4
23,10,90,0,0,0.809059952234857,39.56,15.0936549338428,0.577722270204506,1.09968143149176,1
23,10,90,0,1,0.680251671433222,28.58,15.5082434795147,0.712704201229464,12.6929021291963,3
23,10,270,1,0,0.917098852891574,24.98,14.1269240497332,0.736123314067317,1.10059557384624,2
23,11,180,1,0,0.855264482052643,32.15,20.255112040657,0.694785930655086,0.94636689376424,2
23,11,180,0,1,0.622930020336855,41.19,24.7412796270724,0.629810230562775,14.8458238057697,3
23,11,270,0,0,0.795609481244428,53.21,16.4001042423089,0.546967156535533,1.21364784122207,1
23,11,270,1,1,0.870223355551695,35.32,15.7077071862429,0.652083556948887,1.31190994613629,4
24,3,90,1,1,0.733413370611487,52.92,21.0885796345148,0.544909013788822,9.02755242240803,1
24,3,180,0,0,0.763352279062771,70.82,31.7337754712491,0.430775604408243,1.51312930135201,4
24,3,270,1,0,0.895647879940535,38.38,14.1314167219948,0.716718449685517,0.953277904465192,3
24,5,0,0,1,0.739159307201256,87.27,25.7041033104169,0.345970842404089,8.75838624654643,2
24,5,90,1,0,0.80856432650651,31.39,14.1783689951146,0.616441268293366,0.518331875263563,3
24,5,180,0,0,0.829481023021207,41.47,19.1570534143196,0.523499693032494,0.693345084468248,4
24,5,270,1,1,0.740038334395967,34.98,15.4724984187402,0.573515063733492,6.35092217034865,1
24,6,90,0,1,0.726794714196893,49.13,17.6575507808775,0.428376776522277,7.07186024930607,2
24,6,180,0,0,0.76613312598465,28.84,15.9275877108114,0.685772202088301,1.55387438982509,4
24,6,270,1,1,0.760027057004444,28.19,14.4325347865367,0.709447698378206,5.16734243353743,1
24,6,270,1,0,0.877712584090953,29.86,14.3999779585372,0.642337223306662,0.651625744623944,3
24,7,0,1,1,0.840902074288136,36.62,15.605216359011,0.50384701791223,1.84249386502475,1
24,7,0,0,1,0.737293280914995,120.74,37.8846664552605,0.309693327063017,7.20238958427834,2
24,7,90,1,0,0.850270969002473,31.96,14.135973041117,0.541061613802175,0.535110750743445,3
24,7,90,0,0,0.803299146247133,58.07,14.3560221137986,0.382361321690564,0.431505964890951,4
24,8,90,1,0,0.837631229960424,30.7,14.1433702583343,0.591497027554578,0.786215607226018,3
24,8,270,1,1,0.717965433175925,49.18,19.7560575324369,0.514018111469917,5.52830497494409,1
24,8,270,0,0,0.807132506376723,31.85,14.5354246836982,0.560840155012488,0.841284030419034,4
24,9,0,1,0,0.813290626803465,43.63,14.5722163427615,0.406829058629578,0.348248569302776,3
24,9,90,0,0,0.831874409583147,58.05,15.6479032302967,0.417694386905155,0.580966785247027,4
24,9,270,1,1,0.81587874385387,9.78,3.27734401960854,0.258154424196501,0.623312029165532,1
24,10,0,1,1,0.806974750744456,36.32,14.5066930635633,0.52188906258786,2.1590995646325,1
24,10,180,1,0,0.819400981460104,25.72,14.3960192224326,0.687983129363352,1.27373102742631,3
24,10,270,0,0,0.795415311270959,41.1,15.09426687122,0.516815798077663,0.824658470929954,4
24,11,0,0,0,0.773961457661141,75.11,25.653105703944,0.394635573598184,1.31666280840763,4
24,11,90,1,0,0.880819991765486,54.18,14.8306174840349,0.426663812740311,0.421885976522075,3
24,11,270,1,1,0.847339782819578,42.11,14.5627009521425,0.541742465579698,2.1941944839611,1
